id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
1393807,168853,1216,0.076,0,,,,,,
1393808,168853,1219,0.346,0,,,,,,
1393809,168853,1220,0.287,0,,,,,,
1393810,168853,1221,0.132,0,,,,,,
1393811,168853,1223,1.195,0,,,,,,
1393812,168853,1227,0.243,0,,,,,,
1393813,168853,1246,0.0,0,68.0,,,,,
1393814,168853,1242,0.0,0,68.0,,,,,
1393815,168854,1186,0.0,0,68.0,,,,,
1393816,168854,1259,0.0,0,,,,,,
1393817,168854,1260,0.0,0,,,,,,
1393818,168854,1262,0.0,0,,,,,,
1393819,168854,1276,0.0,0,,,,,,
1393820,168854,1277,0.0,0,,,,,,
1393821,168854,1279,0.0,0,,,,,,
1393822,168854,1261,0.0,0,,,,,,
1393823,168854,1263,0.0,0,,,,,,
1393824,168854,1272,0.0,0,,,,,,
1393825,168854,1278,0.0,0,,,,,,
1393826,168854,1280,0.0,0,,,,,,
1393827,168854,1114,0.0,0,68.0,,,,,
1393828,168854,1120,0.0,0,68.0,,,,,
1393829,168854,1122,0.0,0,68.0,,,,,
1393830,168854,1104,0.0,0,,,,,,
1393831,168854,1106,0.0,0,,,,,,
1393832,168854,1107,0.0,0,68.0,,,,,
1393833,168854,1108,0.0,0,68.0,,,,,
1393834,168854,1185,22.1,0,67.0,,,,,
1393835,168854,1057,0.0,0,68.0,,,,,
1393836,168854,1058,0.0,0,68.0,,,,,
1393837,168854,2000,0.22,0,52.0,,,,,
1393838,168854,1123,0.0,0,68.0,,,,,
1393839,168854,1109,9.11,0,52.0,,,,,
1393840,168854,1110,0.0,0,68.0,,,,,
1393841,168854,1018,0.0,0,,,,,,
1393842,168854,1062,2184.0,0,,,,,,
1393843,168854,1190,40.0,0,49.0,,,,,
1393844,168854,1180,34.9,0,39.0,,,,,
1393845,168854,1093,633.0,0,51.0,,,,,
1393846,168854,1105,0.0,0,68.0,,,,,
1393847,168854,1004,34.4,3,,,,,,
1393848,168854,1005,53.3,0,49.0,,,,,
1393849,168854,1008,522.0,0,49.0,,,,,
1393850,168854,1051,2.2,3,,,,,,
1393851,168854,1087,18.0,3,,,,,,
1393852,168854,1092,1237.0,3,,,,,,
1393853,168854,1095,0.99,3,,,,,,
1393854,168854,1292,6.16,0,,,,,,
1393855,168854,1293,17.9,0,,,,,,
1393856,168854,1167,4.785,3,,,,,,
1393857,168854,1170,0.403,3,,,,,,
1393858,168854,1175,0.32,3,,,,,,
1393859,168854,1265,7.81,1,,,,,,
1393860,168854,1266,0.8,1,,,,,,
1393861,168854,1268,5.88,1,,,,,,
1393862,168854,1269,17.8,1,,,,,,
1393863,168854,1270,0.07,1,,,,,,
1393864,168854,1271,0.03,1,,,,,,
1393865,168854,1003,6.7,3,,,,,,
1393866,168854,1007,3.3,3,,,,,,
1393867,168854,1098,0.315,3,,,,,,
1393868,168854,1101,0.423,3,,,,,,
1393869,168854,1079,3.4,0,,,,,,
1393870,168854,1089,2.27,3,,,,,,
1393871,168854,1090,64.0,3,,,,,,
1393872,168854,1091,172.0,3,,,,,,
1393873,168854,1187,40.0,3,,,,,,
1393874,168854,1253,0.0,1,,,,,,
1393875,168854,1258,8.88,0,,,,,,
1393876,168854,1162,47.3,3,,,,,,
1393877,168854,1165,0.096,3,,,,,,
1393878,168854,1166,0.116,3,,,,,,
1393879,168854,1177,40.0,3,,,,,,
1393880,168854,1178,0.0,1,,,,,,
1393881,168854,1275,0.27,1,,,,,,
1393882,168854,1264,0.27,1,,,,,,
1393883,168854,1246,0.0,0,68.0,,,,,
1393884,168854,1242,0.0,0,68.0,,,,,
1393885,168854,1103,8.1,0,20.0,,,,,
1394037,168857,1018,0.0,0,,,,,,
1394038,168857,1186,0.0,0,68.0,,,,,
1394039,168857,1259,0.0,0,,,,,,
1394040,168857,1260,0.0,0,,,,,,
1394041,168857,1262,0.0,0,,,,,,
1394042,168857,1271,0.0,0,,,,,,
1394043,168857,1276,0.0,0,,,,,,
1394044,168857,1277,0.0,0,,,,,,
1394045,168857,1279,0.0,0,,,,,,
1394046,168857,1272,0.0,0,,,,,,
1394047,168857,1261,0.0,0,,,,,,
1394048,168857,1278,0.0,0,,,,,,
1394049,168857,1280,0.0,0,,,,,,
1394050,168857,1123,0.0,0,39.0,,,,,
1394051,168857,1128,0.0,0,39.0,,,,,
1394052,168857,1057,0.0,0,39.0,,,,,
1394053,168857,1058,0.0,0,68.0,,,,,
1394054,168857,2000,23.47,0,39.0,,,,,
1394055,168857,1104,242.0,0,49.0,,,,,
1394056,168857,1105,69.0,0,22.0,,,,,
1394057,168857,1107,5.0,0,22.0,,,,,
1394058,168857,1108,0.0,0,22.0,,,,,
1394059,168857,1120,4.0,0,22.0,,,,,
1394060,168857,1122,0.0,0,39.0,,,,,
1394061,168857,1185,0.0,0,39.0,,,,,
1394062,168857,1187,19.0,1,,,,,,
1394063,168857,1062,1619.0,0,,,,,,
1394064,168857,1106,70.0,0,49.0,,,,,
1394065,168857,1190,19.0,0,49.0,,,,,
1394066,168857,1003,8.1,1,,,,,,
1394067,168857,1007,1.5,1,,,,,,
1394068,168857,1079,1.9,0,,,,,,
1394069,168857,1089,1.4,1,,,,,,
1394070,168857,1090,114.0,1,,,,,,
1394071,168857,1091,157.0,1,,,,,,
1394072,168857,1093,488.0,1,,,,,,
1394073,168857,1098,0.42,1,,,,,,
1394074,168857,1101,1.815,1,,,,,,
1394075,168857,1210,0.081,0,,,,,,
1394076,168857,1211,0.301,0,,,,,,
1394077,168857,1215,0.177,0,,,,,,
1394078,168857,1217,0.408,0,,,,,,
1394079,168857,1218,0.317,0,,,,,,
1394080,168857,1222,0.54,0,,,,,,
1394081,168857,1224,1.584,0,,,,,,
1394082,168857,1225,0.365,0,,,,,,
1394083,168857,1226,0.548,0,,,,,,
1394084,168857,1253,0.0,1,,,,,,
1394085,168857,1258,0.42,0,,,,,,
1394086,168857,1162,0.0,1,,,,,,
1394087,168857,1165,0.25,1,,,,,,
1394088,168857,1166,0.05,1,,,,,,
1394089,168857,1177,19.0,1,,,,,,
1394090,168857,1178,0.0,1,,,,,,
1394091,168857,1275,0.01,1,,,,,,
1394092,168857,1263,0.0,1,,,,,,
1394093,168857,1264,0.01,1,,,,,,
1394094,168857,1167,5.15,1,,,,,,
1394095,168857,1170,0.83,1,,,,,,
1394096,168857,1175,0.14,1,,,,,,
1394097,168857,1292,0.76,0,,,,,,
1394098,168857,1293,0.93,0,,,,,,
1394099,168857,1265,0.36,1,,,,,,
1394100,168857,1266,0.04,1,,,,,,
1394101,168857,1268,0.76,1,,,,,,
1394102,168857,1269,0.89,1,,,,,,
1394103,168857,1270,0.03,1,,,,,,
1394104,168857,1004,2.4,1,,,,,,
1394105,168857,1005,83.4,0,49.0,,,,,
1394106,168857,1008,387.0,0,49.0,,,,,
1394107,168857,1051,4.6,1,,,,,,
1394108,168857,1087,19.0,1,,,,,,
1394109,168857,1092,157.0,1,,,,,,
1394110,168857,1095,2.0,1,,,,,,
1394111,168857,1212,0.316,0,,,,,,
1394112,168857,1213,0.837,0,,,,,,
1394113,168857,1214,0.267,0,,,,,,
1394114,168857,1216,0.124,0,,,,,,
1394115,168857,1219,0.442,0,,,,,,
1394116,168857,1220,0.506,0,,,,,,
1394117,168857,1221,0.227,0,,,,,,
1394118,168857,1223,0.659,0,,,,,,
1394119,168857,1227,0.402,0,,,,,,
1394120,168857,1103,9.9,0,20.0,,,,,
1394181,168859,1114,0.0,0,68.0,,,,,
1394182,168859,1062,1875.0,0,49.0,,,,,
1394183,168859,1005,80.2,0,49.0,,,,,
1394184,168859,1008,448.0,0,49.0,,,,,
1394185,168859,1058,0.0,0,10.0,,,,,
1394186,168859,1057,0.0,0,10.0,,,,,
1394187,168859,1123,652.0,0,12.0,,,,,
1394188,168859,1109,0.77,0,10.0,,,,,
1394189,168859,1186,0.0,0,68.0,,,,,
1394190,168859,1120,1.0,0,12.0,,,,,
1394191,168859,1122,0.0,0,12.0,,,,,
1394192,168859,1185,0.2,0,10.0,,,,,
1394193,168859,1104,104.0,0,49.0,,,,,
1394194,168859,1106,5.0,0,49.0,,,,,
1394195,168859,1107,47.0,0,12.0,,,,,
1394196,168859,1108,30.0,0,12.0,,,,,
1394197,168859,1110,0.0,0,68.0,,,,,
1394198,168859,1004,5.7,0,47.0,,,,,
1394199,168859,2000,0.67,0,8.0,,,,,
1394200,168859,1087,159.0,0,47.0,,,,,
1394201,168859,1092,272.0,0,47.0,,,,,
1394202,168859,1095,1.15,0,47.0,,,,,
1394203,168859,1103,15.7,0,41.0,,,,,
1394204,168859,1051,1.7,0,47.0,,,,,
1394205,168859,1167,0.42,0,47.0,,,,,
1394206,168859,1175,0.18,0,47.0,,,,,
1394207,168859,1180,21.9,0,39.0,,,,,
1394208,168859,1259,0.0,0,47.0,,,,,
1394209,168859,1260,0.0,0,47.0,,,,,
1394210,168859,1262,0.0,0,47.0,,,,,
1394211,168859,1265,0.684,0,47.0,,,,,
1394212,168859,1266,0.09,0,47.0,,,,,
1394213,168859,1268,1.5,0,47.0,,,,,
1394214,168859,1269,2.524,0,47.0,,,,,
1394215,168859,1270,0.078,0,47.0,,,,,
1394216,168859,1271,0.0,0,47.0,,,,,
1394217,168859,1276,0.0,0,47.0,,,,,
1394218,168859,1277,0.0,0,47.0,,,,,
1394219,168859,1279,0.0,0,47.0,,,,,
1394220,168859,1292,1.66,0,47.0,,,,,
1394221,168859,1293,2.87,0,47.0,,,,,
1394222,168859,1098,0.11,0,47.0,,,,,
1394223,168859,1003,11.0,0,47.0,,,,,
1394224,168859,1007,1.4,0,,,,,,
1394225,168859,1018,0.0,0,68.0,,,,,
1394226,168859,1079,5.3,0,47.0,,,,,
1394227,168859,1089,1.6,0,47.0,,,,,
1394228,168859,1090,97.0,0,47.0,,,,,
1394229,168859,1091,318.0,0,47.0,,,,,
1394230,168859,1162,0.2,0,47.0,,,,,
1394231,168859,1165,0.22,0,47.0,,,,,
1394232,168859,1166,0.28,0,47.0,,,,,
1394233,168859,1177,16.0,0,47.0,,,,,
1394234,168859,1178,0.0,0,47.0,,,,,
1394235,168859,1105,0.0,0,68.0,,,,,
1394236,168859,1253,0.0,0,68.0,,,,,
1394237,168859,1258,0.85,0,47.0,,,,,
1394238,168859,1261,0.0,0,47.0,,,,,
1394239,168859,1263,0.0,0,47.0,,,,,
1394240,168859,1264,0.0,0,47.0,,,,,
1394241,168859,1272,0.0,0,47.0,,,,,
1394242,168859,1275,0.005,0,47.0,,,,,
1394243,168859,1278,0.0,0,47.0,,,,,
1394244,168859,1280,0.0,0,47.0,,,,,
1394245,168859,1187,16.0,0,47.0,,,,,
1394246,168859,1093,517.0,0,44.0,,,,,
1394247,168859,1190,16.0,0,49.0,,,,,
1394248,168859,1246,0.0,0,68.0,,,,,
1394249,168859,1242,0.0,0,68.0,,,,,
1394699,168865,1186,0.0,0,68.0,,,,,
1394700,168865,1278,0.0,0,,,,,,
1394701,168865,1280,0.0,0,,,,,,
1394702,168865,1261,0.0,0,,,,,,
1394703,168865,1263,0.0,0,,,,,,
1394704,168865,1272,0.0,0,,,,,,
1394705,168865,1271,0.0,0,,,,,,
1394706,168865,1276,0.0,0,,,,,,
1394707,168865,1277,0.0,0,,,,,,
1394708,168865,1279,0.0,0,,,,,,
1394709,168865,1259,0.0,0,,,,,,
1394710,168865,1260,0.0,0,,,,,,
1394711,168865,1262,0.0,0,,,,,,
1394712,168865,1114,0.0,0,68.0,,,,,
1394713,168865,1120,37.0,0,39.0,,,,,
1394714,168865,1122,0.0,0,39.0,,,,,
1394715,168865,1185,18.0,0,39.0,,,,,
1394716,168865,1187,20.0,1,,,,,,
1394717,168865,1104,142.0,0,49.0,,,,,
1394718,168865,1105,0.0,0,39.0,,,,,
1394719,168865,1106,7.0,0,49.0,,,,,
1394720,168865,1107,66.0,0,39.0,,,,,
1394721,168865,1108,0.0,0,39.0,,,,,
1394722,168865,1109,11.34,0,39.0,,,,,
1394723,168865,1057,0.0,0,39.0,,,,,
1394724,168865,1058,0.0,0,39.0,,,,,
1394725,168865,2000,3.82,0,39.0,,,,,
1394726,168865,1123,0.0,0,39.0,,,,,
1394727,168865,1110,0.0,0,68.0,,,,,
1394728,168865,1018,0.0,0,,,,,,
1394729,168865,1062,2084.0,0,,,,,,
1394730,168865,1180,44.3,0,39.0,,,,,
1394731,168865,1190,20.0,0,49.0,,,,,
1394732,168865,1212,0.084,0,,,,,,
1394733,168865,1213,0.172,0,,,,,,
1394734,168865,1167,0.515,2,,,,,,
1394735,168865,1170,0.668,1,,,,,,
1394736,168865,1175,0.438,1,,,,,,
1394737,168865,1087,60.0,2,,,,,,
1394738,168865,1092,755.0,2,,,,,,
1394739,168865,1095,0.38,1,,,,,,
1394740,168865,1004,24.9,2,,,,,,
1394741,168865,1005,68.1,0,49.0,,,,,
1394742,168865,1008,498.0,0,49.0,,,,,
1394743,168865,1051,2.0,3,,,,,,
1394744,168865,1265,5.65,1,,,,,,
1394745,168865,1266,0.57,1,,,,,,
1394746,168865,1268,4.23,1,,,,,,
1394747,168865,1269,12.82,1,,,,,,
1394748,168865,1270,0.06,1,,,,,,
1394749,168865,1214,0.104,0,,,,,,
1394750,168865,1216,0.049,0,,,,,,
1394751,168865,1219,0.127,0,,,,,,
1394752,168865,1220,0.16,0,,,,,,
1394753,168865,1221,0.052,0,,,,,,
1394754,168865,1223,0.296,0,,,,,,
1394755,168865,1227,0.142,0,,,,,,
1394756,168865,1292,4.43,0,,,,,,
1394757,168865,1293,12.88,0,,,,,,
1394758,168865,1003,2.3,3,,,,,,
1394759,168865,1007,2.7,3,,,,,,
1394760,168865,1079,7.2,0,,,,,,
1394761,168865,1089,1.2,2,,,,,,
1394762,168865,1090,84.0,1,,,,,,
1394763,168865,1091,131.0,1,,,,,,
1394764,168865,1093,342.0,2,,,,,,
1394765,168865,1098,0.28,1,,,,,,
1394766,168865,1101,0.001,1,,,,,,
1394767,168865,1210,0.036,0,,,,,,
1394768,168865,1211,0.106,0,,,,,,
1394769,168865,1215,0.032,0,,,,,,
1394770,168865,1217,0.126,0,,,,,,
1394771,168865,1218,0.085,0,,,,,,
1394772,168865,1222,0.113,0,,,,,,
1394773,168865,1224,0.268,0,,,,,,
1394774,168865,1225,0.114,0,,,,,,
1394775,168865,1226,0.092,0,,,,,,
1394776,168865,1162,5.0,1,,,,,,
1394777,168865,1165,0.174,3,,,,,,
1394778,168865,1166,0.029,1,,,,,,
1394779,168865,1177,20.0,1,,,,,,
1394780,168865,1178,0.0,1,,,,,,
1394781,168865,1253,0.0,1,,,,,,
1394782,168865,1258,6.43,0,,,,,,
1394783,168865,1275,0.2,1,,,,,,
1394784,168865,1264,0.2,1,,,,,,
1394785,168865,1242,0.0,0,68.0,,,,,
1394786,168865,1246,0.0,0,68.0,,,,,
1394787,168865,1103,1.8,0,41.0,,,,,
1395131,168871,1057,0.0,0,68.0,,,,,
1395132,168871,1058,0.0,0,68.0,,,,,
1395133,168871,1186,0.0,0,68.0,,,,,
1395134,168871,1261,0.0,0,,,,,,
1395135,168871,1264,0.0,0,,,,,,
1395136,168871,1272,0.0,0,,,,,,
1395137,168871,1278,0.0,0,,,,,,
1395138,168871,1280,0.0,0,,,,,,
1395139,168871,1259,0.0,0,,,,,,
1395140,168871,1260,0.0,0,,,,,,
1395141,168871,1262,0.0,0,,,,,,
1395142,168871,1271,0.0,0,,,,,,
1395143,168871,1276,0.0,0,,,,,,
1395144,168871,1279,0.0,0,,,,,,
1395145,168871,1185,0.3,0,16.0,,,,,
1395146,168871,1120,0.0,0,16.0,,,,,
1395147,168871,1122,0.0,0,16.0,,,,,
1395148,168871,1107,2.0,0,16.0,,,,,
1395149,168871,1108,0.0,0,16.0,,,,,
1395150,168871,1123,70.0,0,16.0,,,,,
1395151,168871,2000,0.13,0,16.0,,,,,
1395152,168871,1109,0.02,0,16.0,,,,,
1395153,168871,1110,0.0,0,68.0,,,,,
1395154,168871,1180,11.2,0,33.0,,,,,
1395155,168871,1106,0.0,0,49.0,,,,,
1395156,168871,1187,19.0,0,,,,,,
1395157,168871,1062,498.0,0,,,,,,
1395158,168871,1018,0.0,0,,,,,,
1395159,168871,1104,3.0,0,49.0,,,,,
1395160,168871,1190,19.0,0,49.0,,,,,
1395161,168871,1105,0.0,0,68.0,,,,,
1395162,168871,1246,0.0,0,68.0,,,,,
1395163,168871,1242,0.0,0,68.0,,,,,
1395164,168871,1079,1.3,0,,,,,,
1395165,168871,1089,0.63,1,,,,,,
1395166,168871,1090,44.0,1,,,,,,
1395167,168871,1091,100.0,1,,,,,,
1395168,168871,1093,2.0,1,,,,,,
1395169,168871,1098,0.161,1,,,,,,
1395170,168871,1101,0.272,1,,,,,,
1395171,168871,1003,3.51,1,,,,,,
1395172,168871,1007,0.41,1,,,,,,
1395173,168871,1210,0.038,0,,,,,,
1395174,168871,1211,0.113,0,,,,,,
1395175,168871,1215,0.07,0,,,,,,
1395176,168871,1217,0.185,0,,,,,,
1395177,168871,1218,0.108,0,,,,,,
1395178,168871,1222,0.314,0,,,,,,
1395179,168871,1224,0.763,0,,,,,,
1395180,168871,1225,0.092,0,,,,,,
1395181,168871,1226,0.279,0,,,,,,
1395182,168871,1253,0.0,0,68.0,,,,,
1395183,168871,1258,0.172,0,,,,,,
1395184,168871,1162,0.0,0,,,,,,
1395185,168871,1165,0.106,1,,,,,,
1395186,168871,1166,0.082,1,,,,,,
1395187,168871,1177,19.0,0,,,,,,
1395188,168871,1178,0.0,0,68.0,,,,,
1395189,168871,1275,0.003,0,,,,,,
1395190,168871,1263,0.001,0,,,,,,
1395191,168871,1004,1.0,1,,,,,,
1395192,168871,1005,23.67,0,49.0,,,,,
1395193,168871,1008,119.0,0,49.0,,,,,
1395194,168871,1051,71.41,1,,,,,,
1395195,168871,1087,3.0,1,,,,,,
1395196,168871,1092,62.0,1,,,,,,
1395197,168871,1095,0.91,1,,,,,,
1395198,168871,1167,1.33,1,,,,,,
1395199,168871,1277,0.005,0,,,,,,
1395200,168871,1170,0.171,1,,,,,,
1395201,168871,1175,0.108,1,,,,,,
1395202,168871,1292,0.184,0,,,,,,
1395203,168871,1293,0.508,0,,,,,,
1395204,168871,1212,0.148,0,,,,,,
1395205,168871,1213,0.446,0,,,,,,
1395206,168871,1214,0.067,0,,,,,,
1395207,168871,1216,0.067,0,,,,,,
1395208,168871,1219,0.184,0,,,,,,
1395209,168871,1220,0.122,0,,,,,,
1395210,168871,1221,0.075,0,,,,,,
1395211,168871,1223,0.231,0,,,,,,
1395212,168871,1227,0.205,0,,,,,,
1395213,168871,1265,0.126,0,,,,,,
1395214,168871,1266,0.037,0,,,,,,
1395215,168871,1268,0.176,0,,,,,,
1395216,168871,1269,0.48,0,,,,,,
1395217,168871,1270,0.028,0,,,,,,
1395218,168871,1114,0.0,0,68.0,,,,,
1395219,168871,1103,0.9,0,16.0,,,,,
1395220,168872,1018,0.0,0,,,,,,
1395221,168872,1186,0.0,0,68.0,,,,,
1395222,168872,1259,0.0,0,,,,,,
1395223,168872,1260,0.0,0,,,,,,
1395224,168872,1262,0.0,0,,,,,,
1395225,168872,1271,0.0,0,,,,,,
1395226,168872,1276,0.0,0,,,,,,
1395227,168872,1277,0.0,0,,,,,,
1395228,168872,1279,0.0,0,,,,,,
1395229,168872,1278,0.0,0,,,,,,
1395230,168872,1280,0.0,0,,,,,,
1395231,168872,1261,0.0,0,,,,,,
1395232,168872,1272,0.0,0,,,,,,
1395233,168872,1110,0.0,0,68.0,,,,,
1395234,168872,1062,1029.0,0,,,,,,
1395235,168872,1106,0.0,0,49.0,,,,,
1395236,168872,1187,52.0,6,,,,,,
1395237,168872,1190,52.0,0,49.0,,,,,
1395238,168872,1180,32.2,0,,,,,,
1395239,168872,1105,0.0,0,68.0,,,,,
1395240,168872,1242,0.0,0,68.0,,,,,
1395241,168872,1246,0.0,0,68.0,,,,,
1395242,168872,1087,58.0,8,,,,,,
1395243,168872,1092,566.0,8,,,,,,
1395244,168872,1095,3.11,7,,,,,,
1395245,168872,1004,7.03,6,,,,,,
1395246,168872,1005,66.22,0,49.0,,,,,
1395247,168872,1008,246.0,0,49.0,,,,,
1395248,168872,1051,6.55,8,,,,,,
1395249,168872,1167,0.934,7,,,,,,
1395250,168872,1170,1.494,6,,,,,,
1395251,168872,1175,0.165,6,,,,,,
1395252,168872,1212,0.668,1,,,,,,
1395253,168872,1213,1.374,1,,,,,,
1395254,168872,1214,0.76,1,,,,,,
1395255,168872,1216,0.576,1,,,,,,
1395256,168872,1219,0.964,1,,,,,,
1395257,168872,1220,1.279,1,,,,,,
1395258,168872,1221,0.41,1,,,,,,
1395259,168872,1223,1.576,1,,,,,,
1395260,168872,1227,0.89,1,,,,,,
1395261,168872,1265,1.128,0,,,,,,
1395262,168872,1266,0.071,0,,,,,,
1395263,168872,1268,2.362,0,,,,,,
1395264,168872,1269,2.645,0,,,,,,
1395265,168872,1270,0.121,0,,,,,,
1395266,168872,1292,2.376,0,,,,,,
1395267,168872,1293,2.766,0,,,,,,
1395268,168872,1003,17.3,9,,,,,,
1395269,168872,1007,2.89,8,,,,,,
1395270,168872,1079,15.4,0,,,,,,
1395271,168872,1089,5.41,8,,,,,,
1395272,168872,1090,235.0,8,,,,,,
1395273,168872,1091,734.0,5,,,,,,
1395274,168872,1093,4.0,8,,,,,,
1395275,168872,1098,0.403,7,,,,,,
1395276,168872,1101,5.63,4,,,,,,
1395277,168872,1104,0.0,0,,,,,,
1395278,168872,1210,0.335,1,,,,,,
1395279,168872,1211,0.502,1,,,,,,
1395280,168872,1215,0.335,1,,,,,,
1395281,168872,1217,0.908,1,,,,,,
1395282,168872,1218,0.668,1,,,,,,
1395283,168872,1222,0.872,1,,,,,,
1395284,168872,1224,3.748,1,,,,,,
1395285,168872,1225,0.947,1,,,,,,
1395286,168872,1226,0.982,1,,,,,,
1395287,168872,1162,0.0,0,,,,,,
1395288,168872,1165,1.17,5,,,,,,
1395289,168872,1166,0.22,7,,,,,,
1395290,168872,1177,52.0,6,,,,,,
1395291,168872,1178,0.0,0,68.0,,,,,
1395292,168872,1253,0.0,0,68.0,,,,,
1395293,168872,1258,1.328,0,,,,,,
1395294,168872,1263,0.026,0,,,,,,
1395295,168872,1264,0.016,0,,,,,,
1395296,168872,1275,0.014,0,,,,,,
1395297,168872,1185,3.2,0,20.0,,,,,
1395298,168872,1120,0.0,0,20.0,,,,,
1395299,168872,1122,0.0,0,20.0,,,,,
1395300,168872,1127,0.1,1,1.0,,,,,
1395301,168872,1130,0.0,1,1.0,,,,,
1395302,168872,1107,0.0,0,20.0,,,,,
1395303,168872,1108,0.0,0,20.0,,,,,
1395304,168872,1057,0.0,0,68.0,,,,,
1395305,168872,1058,0.0,0,68.0,,,,,
1395306,168872,2000,1.45,0,20.0,,,,,
1395307,168872,1123,180.0,0,20.0,,,,,
1395308,168872,1125,0.08,1,1.0,,,,,
1395309,168872,1126,0.0,1,1.0,,,,,
1395310,168872,1128,2.21,1,1.0,,,,,
1395311,168872,1129,0.08,1,1.0,,,,,
1395312,168872,1109,1.01,1,1.0,,,,,
1395313,168872,1114,0.0,0,68.0,,,,,
1395314,168872,1103,45.2,2,1.0,,,,,
1395315,168872,1198,19.6,2,1.0,18.0,21.2,,,
1395316,168873,1062,167.0,0,,,,,,
1395317,168873,1079,2.6,0,,,,,,
1395318,168873,1253,0.0,0,68.0,,,,,
1395319,168873,1186,0.0,0,68.0,,,,,
1395320,168873,1190,6.0,0,49.0,,,,,
1395321,168873,1110,0.0,0,68.0,,,,,
1395322,168873,1105,0.0,0,68.0,,,,,
1395323,168873,1106,0.0,0,,,,,,
1395324,168873,1003,3.21,0,,,,,,
1395325,168873,1007,0.49,0,,,,,,
1395326,168873,1089,0.88,0,,,,,,
1395327,168873,1090,40.0,0,,,,,,
1395328,168873,1091,119.0,0,,,,,,
1395329,168873,1093,1.0,0,,,,,,
1395330,168873,1098,0.066,0,,,,,,
1395331,168873,1101,0.964,0,,,,,,
1395332,168873,1104,0.0,0,,,,,,
1395333,168873,1258,0.163,0,,,,,,
1395334,168873,1263,0.003,0,,,,,,
1395335,168873,1264,0.002,0,,,,,,
1395336,168873,1275,0.002,0,,,,,,
1395337,168873,1162,0.0,0,,,,,,
1395338,168873,1165,0.16,0,,,,,,
1395339,168873,1166,0.034,0,,,,,,
1395340,168873,1177,6.0,0,,,,,,
1395341,168873,1178,0.0,0,68.0,,,,,
1395342,168873,1187,6.0,0,,,,,,
1395343,168873,1210,0.057,0,,,,,,
1395344,168873,1211,0.086,0,,,,,,
1395345,168873,1215,0.057,0,,,,,,
1395346,168873,1217,0.155,0,,,,,,
1395347,168873,1218,0.114,0,,,,,,
1395348,168873,1222,0.149,0,,,,,,
1395349,168873,1224,0.642,0,,,,,,
1395350,168873,1225,0.162,0,,,,,,
1395351,168873,1226,0.168,0,,,,,,
1395352,168873,1004,0.86,0,,,,,,
1395353,168873,1005,11.44,0,49.0,,,,,
1395354,168873,1008,40.0,0,49.0,,,,,
1395355,168873,1051,84.0,0,,,,,,
1395356,168873,1087,10.0,0,,,,,,
1395357,168873,1092,92.0,0,,,,,,
1395358,168873,1095,0.53,0,,,,,,
1395359,168873,1167,0.144,0,,,,,,
1395360,168873,1170,0.217,0,,,,,,
1395361,168873,1175,0.025,0,,,,,,
1395362,168873,1212,0.114,0,,,,,,
1395363,168873,1213,0.235,0,,,,,,
1395364,168873,1214,0.13,0,,,,,,
1395365,168873,1216,0.099,0,,,,,,
1395366,168873,1219,0.165,0,,,,,,
1395367,168873,1220,0.219,0,,,,,,
1395368,168873,1221,0.07,0,,,,,,
1395369,168873,1223,0.27,0,,,,,,
1395370,168873,1227,0.152,0,,,,,,
1395371,168873,1265,0.138,0,,,,,,
1395372,168873,1266,0.009,0,,,,,,
1395373,168873,1268,0.29,0,,,,,,
1395374,168873,1269,0.324,0,,,,,,
1395375,168873,1270,0.015,0,,,,,,
1395376,168873,1292,0.291,0,,,,,,
1395377,168873,1293,0.339,0,,,,,,
1395378,168873,1114,0.0,0,68.0,,,,,
1395379,168873,1103,7.7,0,16.0,,,,,
1395380,168874,1186,0.0,0,68.0,,,,,
1395381,168874,1110,0.0,0,68.0,,,,,
1395382,168874,1106,1.0,1,1.0,,,,,
1395383,168874,1107,8.0,1,1.0,,,,,
1395384,168874,1108,0.0,1,1.0,,,,,
1395385,168874,1079,7.0,3,1.0,6.1,8.0,,,
1395386,168874,1089,4.57,3,1.0,4.4,4.9,,,
1395387,168874,1090,197.0,3,1.0,190.0,210.0,,,
1395388,168874,1091,457.0,3,1.0,410.0,480.0,,,
1395389,168874,1093,5.0,3,1.0,3.0,6.0,,,
1395390,168874,1098,0.59,3,1.0,0.5,0.7,,,
1395391,168874,1101,2.033,3,1.0,1.3,3.4,,,
1395392,168874,1104,14.0,0,,,,,,
1395393,168874,1120,1.0,1,1.0,,,,,
1395394,168874,1165,0.36,3,1.0,0.34,0.39,,,
1395395,168874,1166,0.318,3,1.0,0.306,0.341,,,
1395396,168874,1177,184.0,3,1.0,170.0,199.0,,,
1395397,168874,1187,184.0,3,1.0,170.0,199.0,,,
1395398,168874,1127,0.35,3,1.0,0.22,0.48,,,
1395399,168874,1258,0.706,0,49.0,,,,,
1395400,168874,1272,0.047,3,1.0,0.03,0.06,,,
1395401,168874,1273,0.03,3,1.0,0.03,0.03,,,
1395402,168874,1301,0.01,3,1.0,0.01,0.01,,,
1395403,168874,1312,0.017,3,1.0,0.01,0.02,,,
1395404,168874,1003,14.12,3,1.0,12.22,15.19,,,
1395405,168874,1007,2.38,3,1.0,2.35,2.4,,,
1395406,168874,1009,52.22,3,1.0,51.75,53.0,,,
